#centrality dS/dy Npart_min Npart_max b_min(fm) b_max(fm)
87.0 0.44477603 2.0 2.0 0.027404991 2.8629358
88.0 0.43020923 2.0 2.0 0.016918297 3.0482177
89.0 0.41526771 2.0 2.0 0.0067720512 3.3309483
90.0 0.39929573 2.0 2.0 0.013267123 3.2880159
91.0 0.38312887 2.0 2.0 0.016487685 3.0249333
92.0 0.36593602 2.0 2.0 0.002083975 3.1219104
93.0 0.34794771 2.0 2.0 0.02006474 3.1725639
94.0 0.32831733 2.0 2.0 0.011406005 3.7851125
95.0 0.30687352 2.0 2.0 0.0029317407 3.0276077
96.0 0.28289121 2.0 2.0 0.010059572 3.1943013
97.0 0.25611252 2.0 2.0 0.0065854336 3.0534102
98.0 0.22325504 2.0 2.0 0.01604591 3.4567805
99.0 0.17829393 2.0 2.0 0.014776462 3.1311333
100.0 0.0091671541 2.0 2.0 0.011219626 3.5875161
