#centrality dS/dy Npart_min Npart_max b_min(fm) b_max(fm)
0.0 1000000.0 500.0 500.0 0.0 0.0
0.001 7.4000476 2.0 2.0 0.050397924 2.1475977
0.002 6.6910828 2.0 2.0 0.14311922 1.6422254
0.003 6.499875 2.0 2.0 0.75523463 2.2762517
0.004 6.2680885 2.0 2.0 0.39926366 2.2121038
0.005 6.1362616 2.0 2.0 0.18205653 1.8935826
0.006 5.9484047 2.0 2.0 0.14906431 1.5474405
0.007 5.8269774 2.0 2.0 0.48633337 2.2463847
0.008 5.7381291 2.0 2.0 0.027568299 1.427001
0.009 5.6307535 2.0 2.0 0.43507265 1.8852073
0.01 5.5919277 2.0 2.0 0.20145509 1.9778105
0.02 5.1262979 2.0 2.0 0.14530597 2.1210451
0.03 4.8871218 2.0 2.0 0.083652465 2.3393194
0.04 4.7172623 2.0 2.0 0.14229541 2.5045352
0.05 4.582344 2.0 2.0 0.159987 2.2650372
0.06 4.4687511 2.0 2.0 0.23107509 2.2248494
0.07 4.3767792 2.0 2.0 0.068715085 2.3572757
0.08 4.3018708 2.0 2.0 0.042069511 2.1224441
0.09 4.2252473 2.0 2.0 0.084079537 2.7703019
0.1 4.1554221 2.0 2.0 0.13516294 2.0737196
0.2 3.7323875 2.0 2.0 0.025278544 2.717396
0.3 3.4945809 2.0 2.0 0.011530148 2.7313189
0.4 3.3379354 2.0 2.0 0.012751807 2.7348981
0.5 3.2100982 2.0 2.0 0.044404259 2.7420444
0.6 3.112793 2.0 2.0 0.030274214 3.2466609
0.7 3.0293374 2.0 2.0 0.041560039 2.8904209
0.8 2.9565052 2.0 2.0 0.020919388 2.8576831
0.9 2.897078 2.0 2.0 0.027566004 2.5771699
1.0 2.8427131 2.0 2.0 0.054359867 2.9435877
2.0 2.4935483 2.0 2.0 0.012775705 3.810953
3.0 2.2990634 2.0 2.0 0.01544598 3.2531306
4.0 2.161787 2.0 2.0 0.0047854614 3.2492362
5.0 2.0571784 2.0 2.0 0.0063789408 3.2460666
6.0 1.9708966 2.0 2.0 0.012462781 3.0899769
7.0 1.8981628 2.0 2.0 0.024321843 3.0241227
8.0 1.8349198 2.0 2.0 0.0091484749 3.0987892
9.0 1.7789435 2.0 2.0 0.020064604 3.2258299
10.0 1.7287 2.0 2.0 0.0099366179 3.0071929
11.0 1.6832035 2.0 2.0 0.0051544936 3.3684738
12.0 1.6414195 2.0 2.0 0.0083719646 2.9987703
13.0 1.6029748 2.0 2.0 0.021985679 2.9905778
14.0 1.566735 2.0 2.0 0.012700366 3.2454688
15.0 1.5332968 2.0 2.0 0.016846104 3.3054426
16.0 1.501646 2.0 2.0 0.013821126 3.1208956
17.0 1.4716427 2.0 2.0 0.0047540377 3.0280052
18.0 1.4436794 2.0 2.0 0.0090370455 3.2316821
19.0 1.4168639 2.0 2.0 0.010447815 2.9895727
20.0 1.3914232 2.0 2.0 0.0273046 3.0551111
21.0 1.3670488 2.0 2.0 0.0065815961 2.9076555
22.0 1.3440802 2.0 2.0 0.0023083003 3.1261606
23.0 1.3214282 2.0 2.0 0.013305542 3.1663634
24.0 1.30004 2.0 2.0 0.0082580662 3.5677223
25.0 1.2789245 2.0 2.0 0.013659748 3.1017618
26.0 1.2589143 2.0 2.0 0.010879043 3.1133887
27.0 1.2395423 2.0 2.0 0.018604676 3.2971052
28.0 1.2205731 2.0 2.0 0.026193323 3.3283674
29.0 1.2022501 2.0 2.0 0.015507006 3.3551613
30.0 1.1840993 2.0 2.0 0.018729498 3.2851858
31.0 1.1667775 2.0 2.0 0.018747778 3.0561087
32.0 1.149904 2.0 2.0 0.0066789162 3.4947885
33.0 1.1331738 2.0 2.0 0.017940357 2.9548221
34.0 1.1167457 2.0 2.0 0.0078479809 3.1488298
35.0 1.1007009 2.0 2.0 0.0047570635 3.0268394
36.0 1.0848986 2.0 2.0 0.01632486 3.3300421
37.0 1.0697558 2.0 2.0 0.011194254 3.1894939
38.0 1.0547191 2.0 2.0 0.0014304537 3.4696595
39.0 1.0398205 2.0 2.0 0.0094906292 3.5194148
40.0 1.0254367 2.0 2.0 0.018261747 3.1724652
41.0 1.011146 2.0 2.0 0.028138922 3.1417059
42.0 0.9971463 2.0 2.0 0.015591186 3.1850863
43.0 0.98344836 2.0 2.0 0.0030622163 3.415098
44.0 0.96971531 2.0 2.0 0.010025248 3.1660936
45.0 0.9565118 2.0 2.0 0.022959933 3.1160145
46.0 0.94314439 2.0 2.0 0.009417925 3.0578794
47.0 0.92992662 2.0 2.0 0.01923321 3.1629794
48.0 0.91708481 2.0 2.0 0.0051432326 2.9938725
49.0 0.90429236 2.0 2.0 0.018775114 3.1221732
50.0 0.89172164 2.0 2.0 0.022213519 3.0933303
51.0 0.87916972 2.0 2.0 0.012031412 2.8892069
52.0 0.86660009 2.0 2.0 0.012161891 2.8531769
53.0 0.85423241 2.0 2.0 0.006342571 3.1380246
54.0 0.84214242 2.0 2.0 0.0057696422 3.159534
55.0 0.82987123 2.0 2.0 0.019170649 3.4253962
56.0 0.8179172 2.0 2.0 0.005592995 3.1238794
57.0 0.80602539 2.0 2.0 0.013540607 3.1476968
58.0 0.79421291 2.0 2.0 0.0078631066 3.6383839
59.0 0.78269541 2.0 2.0 0.0023090121 3.4691829
60.0 0.77111547 2.0 2.0 0.011837671 3.4986401
61.0 0.75922619 2.0 2.0 0.003526337 2.955784
62.0 0.74763156 2.0 2.0 0.017689968 3.0948027
63.0 0.73613241 2.0 2.0 0.0082290382 3.0894899
64.0 0.72465672 2.0 2.0 0.0053847907 3.2393301
65.0 0.71301978 2.0 2.0 0.010328364 3.5151343
66.0 0.70143861 2.0 2.0 0.012866574 2.9465661
67.0 0.68989546 2.0 2.0 0.015681038 3.2752082
68.0 0.67833924 2.0 2.0 0.0074723253 3.2109357
69.0 0.66692452 2.0 2.0 0.0056103574 3.2429359
70.0 0.65530716 2.0 2.0 0.016693366 3.364763
71.0 0.64384049 2.0 2.0 0.0084772033 3.0872157
72.0 0.63231852 2.0 2.0 0.0035210993 3.2027027
73.0 0.62066612 2.0 2.0 0.010193847 3.3006581
74.0 0.60893244 2.0 2.0 0.010606365 3.0404077
75.0 0.59723559 2.0 2.0 0.010392666 2.9942129
76.0 0.58542094 2.0 2.0 0.016948263 2.9583286
77.0 0.57326729 2.0 2.0 0.014356639 3.2090336
78.0 0.56141514 2.0 2.0 0.012766881 3.2995926
79.0 0.54944323 2.0 2.0 0.0061241985 3.0525191
80.0 0.53723543 2.0 2.0 0.016625952 3.1822913
81.0 0.52479749 2.0 2.0 0.0079250974 3.2714506
82.0 0.51242817 2.0 2.0 0.016657711 3.0154626
83.0 0.49932783 2.0 2.0 0.015937597 3.5880885
84.0 0.48599999 2.0 2.0 0.0086684711 3.3028553
85.0 0.47249532 2.0 2.0 0.019366514 3.1928932
86.0 0.45890054 2.0 2.0 0.015712563 3.0577418
