#centrality dS/dy Npart_min Npart_max b_min(fm) b_max(fm)
15.0 7.7616347 3.0 24.0 0.036688401 7.9423144
16.0 7.5854816 2.0 25.0 0.0063275967 8.6169828
17.0 7.416513 2.0 22.0 0.06122494 8.6836637
18.0 7.2523179 2.0 24.0 0.0053191814 9.8856022
19.0 7.0949886 2.0 23.0 0.093009022 8.6571686
20.0 6.9456877 2.0 22.0 0.032923333 9.4828588
21.0 6.799882 2.0 22.0 0.023042116 9.6176386
22.0 6.6556422 2.0 23.0 0.10224145 8.5097653
23.0 6.517467 2.0 22.0 0.095179939 8.973252
24.0 6.38323 2.0 22.0 0.042911051 9.1904888
25.0 6.2547453 2.0 22.0 0.079559455 9.727071
26.0 6.1244645 2.0 22.0 0.015890341 8.9591669
27.0 6.0017719 2.0 22.0 0.062289439 9.2394434
28.0 5.8793448 2.0 23.0 0.029752705 9.2286199
29.0 5.7610649 2.0 22.0 0.080086203 9.7773914
30.0 5.6426789 2.0 21.0 0.039094178 10.603979
31.0 5.5274252 2.0 21.0 0.070892262 9.5258136
32.0 5.414978 2.0 24.0 0.078532447 9.4011941
33.0 5.3009582 2.0 21.0 0.07828617 9.673007
34.0 5.1916433 2.0 21.0 0.10396812 10.013988
35.0 5.0835453 2.0 20.0 0.072415263 10.20151
36.0 4.9743893 2.0 23.0 0.090401703 9.7301477
37.0 4.8687353 2.0 20.0 0.059274817 9.8994285
38.0 4.7620355 2.0 20.0 0.07096829 11.337378
39.0 4.6573891 2.0 20.0 0.092639671 9.8783708
40.0 4.5557605 2.0 20.0 0.15945553 10.203011
41.0 4.45431 2.0 20.0 0.086611513 10.358479
42.0 4.3546927 2.0 21.0 0.056954856 10.320447
43.0 4.2557167 2.0 20.0 0.052814175 10.292703
44.0 4.1578381 2.0 19.0 0.11883686 10.335929
45.0 4.0613569 2.0 20.0 0.066186476 10.010463
46.0 3.9645841 2.0 19.0 0.15578754 9.7474823
47.0 3.8690016 2.0 20.0 0.24322009 10.884401
48.0 3.7750607 2.0 18.0 0.075725641 10.354259
49.0 3.6836008 2.0 19.0 0.080196684 10.722796
50.0 3.5906789 2.0 19.0 0.063467792 11.177744
51.0 3.4987498 2.0 18.0 0.20457733 10.43812
52.0 3.4088756 2.0 19.0 0.19523818 10.314067
53.0 3.3172046 2.0 17.0 0.16991573 10.986744
54.0 3.2276475 2.0 17.0 0.11923403 10.305351
55.0 3.1394528 2.0 17.0 0.1900319 9.8931878
56.0 3.052603 2.0 17.0 0.10638264 10.797317
57.0 2.965657 2.0 19.0 0.097316814 10.131196
58.0 2.8804876 2.0 18.0 0.32256225 10.974978
59.0 2.7957436 2.0 16.0 0.070035636 10.564525
60.0 2.711191 2.0 17.0 0.059278607 10.356609
61.0 2.6286434 2.0 17.0 0.28723954 10.358026
62.0 2.5444591 2.0 16.0 0.09627127 10.73141
63.0 2.4639457 2.0 16.0 0.150044 10.510848
64.0 2.3858322 2.0 16.0 0.082007178 10.941124
65.0 2.3086299 2.0 16.0 0.23401098 10.505244
66.0 2.2318337 2.0 15.0 0.14741813 10.631699
67.0 2.1556729 2.0 16.0 0.095779896 10.713852
68.0 2.0809607 2.0 15.0 0.26938555 10.950115
69.0 2.005315 2.0 14.0 0.11495773 10.757206
70.0 1.9332856 2.0 15.0 0.32191717 11.605674
71.0 1.8610554 2.0 14.0 0.24188113 10.552284
72.0 1.790427 2.0 15.0 0.1453211 11.148394
73.0 1.7200441 2.0 15.0 0.55358465 10.730387
74.0 1.6501941 2.0 15.0 0.40088397 10.823835
75.0 1.5823503 2.0 15.0 0.62962839 11.387818
76.0 1.5159583 2.0 14.0 0.38445318 11.392588
77.0 1.4486878 2.0 13.0 0.4024809 10.808997
78.0 1.3840205 2.0 16.0 0.32320807 11.070927
79.0 1.3210963 2.0 14.0 0.12873342 11.037949
80.0 1.2579925 2.0 13.0 1.3720015 10.968166
81.0 1.1947631 2.0 12.0 1.1102042 10.948577
82.0 1.1324876 2.0 12.0 1.0941705 10.834559
83.0 1.071122 2.0 10.0 0.60227316 11.0157
84.0 1.0110366 2.0 12.0 1.4096702 10.644818
85.0 0.95190435 2.0 12.0 0.44732435 11.131932
86.0 0.89192887 2.0 10.0 1.0912253 10.769704
87.0 0.83329082 2.0 10.0 1.363029 10.976951
88.0 0.77571077 2.0 12.0 0.16791088 11.523219
89.0 0.71707757 2.0 9.0 2.2340696 11.643993
90.0 0.65995598 2.0 10.0 0.717591 11.459341
91.0 0.60229688 2.0 10.0 2.0494719 11.154209
92.0 0.54350798 2.0 9.0 2.6520865 10.964072
93.0 0.48552121 2.0 8.0 1.9485156 11.148489
94.0 0.42724593 2.0 8.0 3.4687775 11.302179
95.0 0.36826364 2.0 7.0 2.3018139 11.521622
96.0 0.30687406 2.0 7.0 2.4910078 10.84349
97.0 0.24435294 2.0 9.0 3.4846249 10.833494
98.0 0.1779179 2.0 7.0 3.7677786 12.032636
99.0 0.10385305 2.0 6.0 2.289708 10.954145
100.0 2.5776728e-05 2.0 6.0 0.90695784 10.965155
