#centrality dS/dy Npart_min Npart_max b_min(fm) b_max(fm)
49.0 0.90298537 2.0 2.0 0.006025564 3.7513854
50.0 0.89051401 2.0 2.0 0.013856214 3.3612472
51.0 0.8783237 2.0 2.0 0.025961534 3.6023711
52.0 0.86605962 2.0 2.0 0.021511349 3.485331
53.0 0.85370014 2.0 2.0 0.013788821 3.6430643
54.0 0.8418104 2.0 2.0 0.014573662 3.6121317
55.0 0.82964187 2.0 2.0 0.007998819 3.8248726
56.0 0.81759032 2.0 2.0 0.0018290896 3.4657425
57.0 0.80554665 2.0 2.0 0.014597871 3.4458382
58.0 0.79378782 2.0 2.0 0.0059222939 3.6918528
59.0 0.78193313 2.0 2.0 0.017940599 3.4056911
60.0 0.77030222 2.0 2.0 0.011688417 3.4449988
61.0 0.75864622 2.0 2.0 0.007117608 3.2966044
62.0 0.74717004 2.0 2.0 0.021271876 3.7381434
63.0 0.73550118 2.0 2.0 0.029754028 3.6556576
64.0 0.72407121 2.0 2.0 0.015209339 3.6157946
65.0 0.71276801 2.0 2.0 0.020998063 3.4582425
66.0 0.70115304 2.0 2.0 0.02497912 3.4015287
67.0 0.68984812 2.0 2.0 0.022964271 3.4258593
68.0 0.67829679 2.0 2.0 0.0071521596 3.4878285
69.0 0.66695811 2.0 2.0 0.019381124 3.3367085
70.0 0.65542256 2.0 2.0 0.011246755 3.4910604
71.0 0.64392527 2.0 2.0 0.010640166 3.4140428
72.0 0.6321323 2.0 2.0 0.014155016 3.4816773
73.0 0.62031863 2.0 2.0 0.0022005966 3.3431369
74.0 0.60868667 2.0 2.0 0.025004554 3.3036287
75.0 0.59711886 2.0 2.0 0.015289172 3.6134648
76.0 0.58533509 2.0 2.0 0.018660075 3.3328991
77.0 0.57343941 2.0 2.0 0.01962063 3.3274016
78.0 0.56143303 2.0 2.0 0.031822954 3.6985795
79.0 0.54933421 2.0 2.0 0.014265355 3.7884263
80.0 0.53697858 2.0 2.0 0.018293647 3.7040102
81.0 0.52413911 2.0 2.0 0.015724436 3.777466
82.0 0.51134175 2.0 2.0 0.019319217 3.6079405
83.0 0.49867212 2.0 2.0 0.018461551 3.474999
84.0 0.48551833 2.0 2.0 0.0078918472 3.4170891
85.0 0.47233895 2.0 2.0 0.0088174558 3.2602582
86.0 0.45852157 2.0 2.0 0.0071651464 3.6703736
87.0 0.44443326 2.0 2.0 0.017733662 3.5116859
88.0 0.42976238 2.0 2.0 0.019169099 3.6256964
89.0 0.41472081 2.0 2.0 0.0070562351 3.4463786
90.0 0.39903938 2.0 2.0 0.014332317 4.0007144
91.0 0.38273119 2.0 2.0 0.012258839 3.3627644
92.0 0.36557619 2.0 2.0 0.013820815 3.4727749
93.0 0.3471171 2.0 2.0 0.0099686641 3.565341
94.0 0.32783581 2.0 2.0 0.02008418 3.6586898
95.0 0.30639162 2.0 2.0 0.003215619 3.4045817
96.0 0.28290365 2.0 2.0 0.016076265 3.4684021
97.0 0.25536922 2.0 2.0 0.0086341796 3.9793356
98.0 0.22250954 2.0 2.0 0.021710731 3.6469807
99.0 0.17651216 2.0 2.0 0.011814026 3.4462301
100.0 0.012031324 2.0 2.0 0.022473321 3.6624451
