#centrality dS/dy Npart_min Npart_max b_min(fm) b_max(fm)
17.0 1.4718655 2.0 2.0 0.011215975 3.1912069
18.0 1.4435384 2.0 2.0 0.028267891 3.5590948
19.0 1.416295 2.0 2.0 0.0082321005 3.4418158
20.0 1.3906834 2.0 2.0 0.0052950336 3.424359
21.0 1.3662498 2.0 2.0 0.0044819678 3.3449515
22.0 1.3427267 2.0 2.0 0.014465809 3.3991771
23.0 1.3202572 2.0 2.0 0.0059009981 3.4947007
24.0 1.2986483 2.0 2.0 0.03037212 3.5025159
25.0 1.2779503 2.0 2.0 0.005995252 3.5508669
26.0 1.2580164 2.0 2.0 0.0077657308 3.900032
27.0 1.2386825 2.0 2.0 0.012362956 3.4121901
28.0 1.2197534 2.0 2.0 0.008395704 3.584492
29.0 1.2011847 2.0 2.0 0.015476359 3.5959495
30.0 1.1831921 2.0 2.0 0.021569779 3.840664
31.0 1.1656314 2.0 2.0 0.013177355 3.2715961
32.0 1.1487116 2.0 2.0 0.0020447285 3.5821247
33.0 1.1321429 2.0 2.0 0.018205267 3.4943324
34.0 1.1156737 2.0 2.0 0.0072754893 3.2895512
35.0 1.0996862 2.0 2.0 0.007803997 3.7445783
36.0 1.0842797 2.0 2.0 0.048354927 3.3534817
37.0 1.0687201 2.0 2.0 0.00866339 3.2975767
38.0 1.0537295 2.0 2.0 0.0073342642 3.6876387
39.0 1.039075 2.0 2.0 0.0074014236 3.4536476
40.0 1.0244715 2.0 2.0 0.022704182 3.3958805
41.0 1.0101263 2.0 2.0 0.010743287 3.4123202
42.0 0.99635035 2.0 2.0 0.010650335 3.3986132
43.0 0.98232639 2.0 2.0 0.012778971 3.3116989
44.0 0.96882566 2.0 2.0 0.024834195 3.2286204
45.0 0.95530595 2.0 2.0 0.011608226 3.3916842
46.0 0.94206555 2.0 2.0 0.012490597 3.7296668
47.0 0.92895069 2.0 2.0 0.0081563865 3.752032
48.0 0.91625956 2.0 2.0 0.0025340066 3.2463103
49.0 0.90355411 2.0 2.0 0.014984493 3.7389286
50.0 0.89099328 2.0 2.0 0.013986163 3.418408
51.0 0.8784584 2.0 2.0 0.0057838869 3.5971809
52.0 0.86596976 2.0 2.0 0.0049296335 3.7048968
53.0 0.85375704 2.0 2.0 0.0090312585 3.4946339
54.0 0.84158165 2.0 2.0 0.014872317 3.6281603
55.0 0.82959967 2.0 2.0 0.014802197 3.4746652
56.0 0.81757045 2.0 2.0 0.0034047423 3.4858226
57.0 0.80573245 2.0 2.0 0.003800487 3.3785538
58.0 0.79397517 2.0 2.0 0.016268547 3.4350516
59.0 0.78235786 2.0 2.0 0.013297797 3.5008874
60.0 0.77057065 2.0 2.0 0.015297763 3.769789
61.0 0.75915206 2.0 2.0 0.015073088 3.8420646
62.0 0.74755998 2.0 2.0 0.012094345 3.275348
63.0 0.73583127 2.0 2.0 0.030896259 3.2707093
64.0 0.72423332 2.0 2.0 0.015196549 4.0267009
65.0 0.71270227 2.0 2.0 0.0058419709 3.2387999
66.0 0.70131158 2.0 2.0 0.022752205 3.4234711
67.0 0.69004158 2.0 2.0 0.0021120768 3.5370033
68.0 0.67855906 2.0 2.0 0.036554404 3.6531496
69.0 0.66702623 2.0 2.0 0.019339887 3.4336972
70.0 0.65551021 2.0 2.0 0.008874747 3.6200702
71.0 0.6439626 2.0 2.0 0.0019449496 3.4579861
72.0 0.63231604 2.0 2.0 0.014494003 3.4013439
73.0 0.62058341 2.0 2.0 0.0077109892 3.3036457
74.0 0.60900472 2.0 2.0 0.016869206 3.4481843
75.0 0.59731592 2.0 2.0 0.019096777 3.334513
76.0 0.58556711 2.0 2.0 0.0039793273 3.2905493
77.0 0.57376298 2.0 2.0 0.014237039 3.3896484
78.0 0.56188531 2.0 2.0 0.018882052 3.5027796
79.0 0.54976447 2.0 2.0 0.0057361688 3.3308353
80.0 0.53734197 2.0 2.0 0.010161487 3.5482079
81.0 0.52500825 2.0 2.0 0.0073353347 3.896193
82.0 0.51247906 2.0 2.0 0.0097212123 3.1431902
83.0 0.49956652 2.0 2.0 0.028254651 3.5415704
84.0 0.48640926 2.0 2.0 0.011283323 3.4779364
85.0 0.47311149 2.0 2.0 0.010533528 3.5391716
86.0 0.45902428 2.0 2.0 0.012925123 3.2605632
87.0 0.44483326 2.0 2.0 0.028021687 3.6003838
88.0 0.43037103 2.0 2.0 0.0080612431 3.3342877
89.0 0.41535828 2.0 2.0 0.015028494 3.463533
90.0 0.39954554 2.0 2.0 0.0027843784 3.5500962
91.0 0.38312709 2.0 2.0 0.001114277 3.2036161
92.0 0.36594015 2.0 2.0 0.0073874182 3.4125894
93.0 0.34771643 2.0 2.0 0.014383643 3.3321511
94.0 0.32796673 2.0 2.0 0.013647951 3.4173376
95.0 0.30634041 2.0 2.0 0.01460048 3.9283746
96.0 0.28323415 2.0 2.0 0.01383334 3.4186438
97.0 0.25614231 2.0 2.0 0.019812757 3.5304596
98.0 0.22343328 2.0 2.0 0.016169988 3.1758803
99.0 0.1777775 2.0 2.0 0.0064080313 3.3921953
100.0 0.013584001 2.0 2.0 0.018905049 3.2744742
