#centrality dS/dy Npart_min Npart_max b_min(fm) b_max(fm)
0.0 1000000.0 500.0 500.0 0.0 0.0
0.0001 8.627 2.0 2.0 0.01 2.0
0.0002 8.17636 2.0 2.0 0.01 2.0
0.0003 7.91275 2.0 2.0 0.01 2.0
0.0004 7.72572 2.0 2.0 0.01 2.0
0.0005 7.58064 2.0 2.0 0.01 2.0
0.0006 7.46211 2.0 2.0 0.01 2.0
0.0007 7.36189 2.0 2.0 0.01 2.0
0.0008 7.27507 2.0 2.0 0.01 2.0
0.0009 7.1985 2.0 2.0 0.01 2.0
0.001 7.1303929 2.0 2.0 0.43794004 1.9570248
0.002 6.7468883 2.0 2.0 0.28852907 1.8883598
0.003 6.4134607 2.0 2.0 0.32882118 1.8845431
0.004 6.2210618 2.0 2.0 0.23279524 2.0049929
0.005 6.1025686 2.0 2.0 0.35467984 1.8714556
0.006 5.9319847 2.0 2.0 0.10548259 2.0096501
0.007 5.8202709 2.0 2.0 0.31919674 1.742725
0.008 5.7607086 2.0 2.0 0.11875028 1.7835589
0.009 5.7115386 2.0 2.0 0.14948981 1.7383731
0.01 5.6330178 2.0 2.0 0.40212841 1.9307133
0.02 5.2029388 2.0 2.0 0.03620864 2.2759874
0.03 4.9101675 2.0 2.0 0.18591407 2.1132613
0.04 4.7418817 2.0 2.0 0.13617689 2.1455726
0.05 4.6145368 2.0 2.0 0.13428509 2.2436878
0.06 4.4879014 2.0 2.0 0.14391207 2.0337105
0.07 4.378168 2.0 2.0 0.24968261 2.6308881
0.08 4.3029386 2.0 2.0 0.20077519 2.6549654
0.09 4.2278862 2.0 2.0 0.021340704 2.8023556
0.1 4.1566648 2.0 2.0 0.18488743 2.4766909
0.2 3.7107958 2.0 2.0 0.036664388 2.7946094
0.3 3.4793478 2.0 2.0 0.062197138 3.152704
0.4 3.3283872 2.0 2.0 0.06572048 3.1078088
0.5 3.2050095 2.0 2.0 0.029636376 3.1057897
0.6 3.1071415 2.0 2.0 0.040388098 2.8739089
0.7 3.0276609 2.0 2.0 0.041184208 3.1268885
0.8 2.9566066 2.0 2.0 0.013946646 3.105579
0.9 2.894173 2.0 2.0 0.047280234 2.9305307
1.0 2.8419662 2.0 2.0 0.0076631826 2.9291957
2.0 2.4936905 2.0 2.0 0.019409173 3.3823079
3.0 2.2951842 2.0 2.0 0.027907275 3.3195409
4.0 2.1592726 2.0 2.0 0.02633945 3.5055317
5.0 2.0541043 2.0 2.0 0.02145522 3.4028179
6.0 1.9683924 2.0 2.0 0.011577533 3.4214203
7.0 1.8963476 2.0 2.0 0.0052213789 3.5457437
8.0 1.8339809 2.0 2.0 0.0082635133 3.4076137
9.0 1.7774343 2.0 2.0 0.012521987 3.4084871
10.0 1.7271521 2.0 2.0 0.012412177 3.0741261
11.0 1.68192 2.0 2.0 0.019514739 3.1296994
12.0 1.6411654 2.0 2.0 0.0093820113 3.8899041
13.0 1.6034957 2.0 2.0 0.014895691 3.4311554
14.0 1.5674291 2.0 2.0 0.013843487 3.3930899
15.0 1.5337525 2.0 2.0 0.0053853336 3.3350197
16.0 1.5024522 2.0 2.0 0.0076158122 3.7320744
17.0 1.4720312 2.0 2.0 0.012894319 3.3874967
18.0 1.4439962 2.0 2.0 0.012026618 3.4834519
19.0 1.4170768 2.0 2.0 0.013682335 4.0700229
20.0 1.3912758 2.0 2.0 0.0069185981 3.8552792
21.0 1.3672176 2.0 2.0 0.030411498 3.3264876
22.0 1.3437374 2.0 2.0 0.014428242 3.5367766
23.0 1.3214915 2.0 2.0 0.023519139 3.4172493
