#centrality dS/dy Npart_min Npart_max b_min(fm) b_max(fm)
24.0 1.2995728 2.0 2.0 0.014311958 3.6743879
25.0 1.2788398 2.0 2.0 0.029295703 3.6280229
26.0 1.2585378 2.0 2.0 0.0073281601 3.2181807
27.0 1.2391697 2.0 2.0 0.018643762 3.3444907
28.0 1.219808 2.0 2.0 0.01881785 3.2572973
29.0 1.201475 2.0 2.0 0.022902274 3.623939
30.0 1.1834105 2.0 2.0 0.010198935 3.1953219
31.0 1.1661428 2.0 2.0 0.021901082 3.4445846
32.0 1.1490472 2.0 2.0 0.0086742473 3.2472245
33.0 1.132435 2.0 2.0 0.020362313 3.309591
34.0 1.1157782 2.0 2.0 0.0086409613 3.5266464
35.0 1.0998941 2.0 2.0 0.0061477291 4.1374285
36.0 1.0845049 2.0 2.0 0.0054628747 3.9299872
37.0 1.0692223 2.0 2.0 0.023127111 3.2067555
38.0 1.0539903 2.0 2.0 0.0080238335 3.3712556
39.0 1.0393527 2.0 2.0 0.0089913261 3.25115
40.0 1.0251513 2.0 2.0 0.013743726 3.3179461
41.0 1.010868 2.0 2.0 0.0073830822 3.8358603
42.0 0.99689659 2.0 2.0 0.022537472 3.5535966
43.0 0.98317443 2.0 2.0 0.0065614035 3.3971549
44.0 0.9698626 2.0 2.0 0.019118648 3.2094282
45.0 0.95660927 2.0 2.0 0.0042490491 3.186099
46.0 0.94354011 2.0 2.0 0.025824684 3.3026931
47.0 0.93020148 2.0 2.0 0.0048783717 3.2243817
48.0 0.91730708 2.0 2.0 0.013160315 3.2721442
49.0 0.90443171 2.0 2.0 0.015909211 3.3945718
50.0 0.89155984 2.0 2.0 0.011008416 3.4650114
51.0 0.87909158 2.0 2.0 0.018461621 3.4644124
52.0 0.86646921 2.0 2.0 0.0042229829 3.2641543
53.0 0.85417742 2.0 2.0 0.015438376 3.3353164
54.0 0.84226688 2.0 2.0 0.019966126 3.1931589
55.0 0.83000899 2.0 2.0 0.018983815 3.4375644
56.0 0.81804583 2.0 2.0 0.0081643322 3.5185124
57.0 0.80584318 2.0 2.0 0.012863218 3.3476422
58.0 0.79410731 2.0 2.0 0.012802984 3.4481863
59.0 0.78243741 2.0 2.0 0.024016693 3.096547
60.0 0.7707329 2.0 2.0 0.01245724 3.3969634
61.0 0.75900252 2.0 2.0 0.0082049359 3.5641628
62.0 0.74743352 2.0 2.0 0.0072756533 3.8713082
63.0 0.73592242 2.0 2.0 0.01101509 4.0661214
64.0 0.72438337 2.0 2.0 0.018331423 3.1537033
65.0 0.71289063 2.0 2.0 0.010215185 3.2793938
66.0 0.70166403 2.0 2.0 0.023478401 3.168882
67.0 0.6900218 2.0 2.0 0.0085999986 3.4001709
68.0 0.67848626 2.0 2.0 0.006918802 3.3449074
69.0 0.66699033 2.0 2.0 0.0059343027 3.5115021
70.0 0.65559661 2.0 2.0 0.0037455515 3.4060795
71.0 0.64425736 2.0 2.0 0.015914446 3.2232318
72.0 0.63292256 2.0 2.0 0.014545679 3.4820025
73.0 0.621437 2.0 2.0 0.004346815 3.2745424
74.0 0.60960325 2.0 2.0 0.017970937 3.4238375
75.0 0.59762729 2.0 2.0 0.0063493342 3.1628572
76.0 0.58585373 2.0 2.0 0.014464426 3.4022641
77.0 0.57391561 2.0 2.0 0.013583454 3.2959849
78.0 0.56173889 2.0 2.0 0.014279807 3.1865191
79.0 0.54952908 2.0 2.0 0.016204684 3.2923134
80.0 0.53739303 2.0 2.0 0.027255286 3.5197965
81.0 0.52480607 2.0 2.0 0.0069579278 3.3174788
82.0 0.51236828 2.0 2.0 0.021539827 3.3463143
83.0 0.4993837 2.0 2.0 0.020937787 3.4844078
84.0 0.48629854 2.0 2.0 0.015202236 3.9405797
85.0 0.47293522 2.0 2.0 0.01101417 3.5306888
86.0 0.45902228 2.0 2.0 0.015085299 3.3936469
87.0 0.44483055 2.0 2.0 0.0061735358 3.6323031
88.0 0.43010326 2.0 2.0 0.02451738 3.6991976
89.0 0.41499774 2.0 2.0 0.014519773 3.6834923
90.0 0.3993305 2.0 2.0 0.0069986925 3.422158
91.0 0.38320976 2.0 2.0 0.01296352 3.7701458
92.0 0.36629314 2.0 2.0 0.0073933273 3.6390634
93.0 0.34836298 2.0 2.0 0.0090856919 3.2758183
94.0 0.32892884 2.0 2.0 0.019427377 3.5908733
95.0 0.30747959 2.0 2.0 0.010638178 3.7667595
96.0 0.28334367 2.0 2.0 0.007641347 3.1281889
97.0 0.25647864 2.0 2.0 0.022049999 3.3963963
98.0 0.2234625 2.0 2.0 0.0097351605 3.2666741
99.0 0.17766093 2.0 2.0 0.027178007 3.613939
100.0 0.016149666 2.0 2.0 0.014449583 4.010754
